Dish ID,Ingredient Name,Mass (g),Carbs (g),Glycemic Index,Glycemic Load,Class
dish_1550875400,cheese,36,0.468,0,0,1
dish_1550875891,chicken,120,0,0,0,1
dish_1550875931,potatoes,54,9.18,70,6.426,1
dish_1550875968,cantaloupe,41,3.28,65,2.132,1
dish_1550876012,chicken,120,0,0,0,1
dish_1550876012,cantaloupe,41,3.28,65,2.132,1
dish_1550876012,potatoes,54,9.18,70,6.426,1
dish_1550876055,potatoes,54,9.18,70,6.426,1
dish_1550876055,chicken,120,0,0,0,1
dish_1550876055,cantaloupe,41,3.28,65,2.132,1
dish_1550876249,chicken,50,0,0,0,1
dish_1550876298,avocado,39,3.51,10,0.351,1
dish_1550876619,tomatoes,30,2.04,30,0.612,1
dish_1550876748,avocado,19,1.71,10,0.171,1
dish_1550876819,cheese,17,0.221,0,0,1
dish_1550876892,tomatoes,30,2.04,30,0.612,1
dish_1550876892,avocado,19,1.71,10,0.171,1
dish_1550876892,cheese,17,0.221,0,0,1
dish_1550876969,tomatoes,30,2.04,30,0.612,1
dish_1550876969,avocado,19,1.71,10,0.171,1
dish_1550876969,cheese,17,0.221,0,0,1
dish_1551122493,oatmeal,88,10.56,60,6.336,1
dish_1551122567,potatoes,59,10.03,70,7.021,1
dish_1551122614,brussels sprouts,78,7.02,15,1.053,1
dish_1551122662,potatoes,59,10.03,70,7.021,2
dish_1551122662,oatmeal,88,10.56,60,6.336,2
dish_1551122662,brussels sprouts,78,7.02,15,1.053,2
dish_1551122713,oatmeal,88,10.56,60,6.336,2
dish_1551122713,potatoes,59,10.03,70,7.021,2
dish_1551122713,brussels sprouts,78,7.02,15,1.053,2
dish_1551122795,oatmeal,129,15.48,60,9.288,1
dish_1551122844,bacon,18,0.252,0,0,1
dish_1551122871,mixed greens,18,0.954,15,0.1431,1
dish_1551122914,oatmeal,129,15.48,60,9.288,1
dish_1551122914,bacon,18,0.252,0,0,1
dish_1551122914,mixed greens,18,0.954,15,0.1431,1
dish_1551122952,oatmeal,129,15.48,60,9.288,1
dish_1551122952,bacon,18,0.252,0,0,1
dish_1551122952,mixed greens,18,0.954,15,0.1431,1
dish_1551123023,oatmeal,72,8.64,60,5.184,1
dish_1551123072,cantaloupe,56,4.48,65,2.912,1
dish_1551123396,pineapple,65,8.45,66,5.577,1
dish_1551123455,cantaloupe,56,4.48,65,2.912,2
dish_1551123455,pineapple,65,8.45,66,5.577,2
dish_1551123455,oatmeal,72,8.64,60,5.184,2
dish_1551123633,pineapple,65,8.45,66,5.577,2
dish_1551123633,oatmeal,72,8.64,60,5.184,2
dish_1551123633,cantaloupe,56,4.48,65,2.912,2
dish_1551123904,oatmeal,65,7.8,60,4.68,1
dish_1551123986,tomatoes,47,3.196,30,0.9588,1
dish_1551124062,scrambled eggs,56,0.896,0,0,1
dish_1551124116,scrambled eggs,56,0.896,0,0,1
dish_1551124116,oatmeal,65,7.8,60,4.68,1
dish_1551124116,tomatoes,47,3.196,30,0.9588,1
dish_1551124157,oatmeal,65,7.8,60,4.68,1
dish_1551124157,tomatoes,47,3.196,30,0.9588,1
dish_1551124157,scrambled eggs,56,0.896,0,0,1
dish_1551124221,scrambled eggs,67,1.072,0,0,1
dish_1551124267,brussels sprouts,89,8.01,15,1.2015,1
dish_1551124322,mixed greens,14,0.742,15,0.1113,1
dish_1551124362,scrambled eggs,67,1.072,0,0,1
dish_1551124362,brussels sprouts,89,8.01,15,1.2015,1
dish_1551124362,mixed greens,14,0.742,15,0.1113,1
dish_1551124407,brussels sprouts,89,8.01,15,1.2015,1
dish_1551124407,scrambled eggs,67,1.072,0,0,1
dish_1551124407,mixed greens,14,0.742,15,0.1113,1
dish_1551124481,potatoes,48,8.16,70,5.712,1
dish_1551124591,tomatoes,63,4.284,30,1.2852,1
dish_1551124637,bacon,20,0.28,0,0,1
dish_1551124687,tomatoes,63,4.284,30,1.2852,1
dish_1551124687,bacon,20,0.28,0,0,1
dish_1551124687,potatoes,48,8.16,70,5.712,1
dish_1551124723,potatoes,48,8.16,70,5.712,1
dish_1551124723,bacon,20,0.28,0,0,1
dish_1551124723,tomatoes,63,4.284,30,1.2852,1
dish_1551125258,brussels sprouts,60,5.4,15,0.81,1
dish_1551125305,mixed greens,16,0.848,15,0.1272,1
dish_1551125357,tomatoes,68,4.624,30,1.3872,1
dish_1551125384,tomatoes,68,4.624,30,1.3872,1
dish_1551125384,mixed greens,16,0.848,15,0.1272,1
dish_1551125384,brussels sprouts,60,5.4,15,0.81,1
dish_1551125436,tomatoes,68,4.624,30,1.3872,1
dish_1551125436,mixed greens,16,0.848,15,0.1272,1
dish_1551125436,brussels sprouts,60,5.4,15,0.81,1
dish_1551133789,pineapple,89,11.57,66,7.6362,1
dish_1551133870,cantaloupe,62,4.96,65,3.224,1
dish_1551134053,scrambled eggs,87,1.392,0,0,1
dish_1551134138,cantaloupe,62,4.96,65,3.224,2
dish_1551134138,pineapple,89,11.57,66,7.6362,2
dish_1551134138,scrambled eggs,87,1.392,0,0,2
dish_1551134208,pineapple,89,11.57,66,7.6362,2
dish_1551134208,scrambled eggs,87,1.392,0,0,2
dish_1551134208,cantaloupe,62,4.96,65,3.224,2
dish_1551134442,brussels sprouts,70,6.3,15,0.945,1
dish_1551134757,potatoes,42,7.14,70,4.998,1
dish_1551134987,avocado,73,6.57,10,0.657,1
dish_1551135297,tomatoes,75,5.1,30,1.53,1
dish_1551135536,fish,71,0,0,0,1
dish_1551135590,bell peppers,25,2.25,15,0.3375,1
dish_1551135656,tomatoes,47,3.196,30,0.9588,1
dish_1551135718,bell peppers,25,2.25,15,0.3375,1
dish_1551135718,tomatoes,47,3.196,30,0.9588,1
dish_1551135718,fish,71,0,0,0,1
dish_1551135767,bell peppers,25,2.25,15,0.3375,1
dish_1551135767,tomatoes,47,3.196,30,0.9588,1
dish_1551135767,fish,71,0,0,0,1
dish_1551135896,brussels sprouts,58,5.22,15,0.783,1
dish_1551136264,avocado,72,6.48,10,0.648,1
dish_1551136531,scrambled eggs,55,0.88,0,0,1
dish_1551136683,bacon,13,0.182,0,0,1
dish_1551136891,potatoes,52,8.84,70,6.188,1
dish_1551137173,mixed greens,12,0.636,15,0.0954,1
dish_1551138110,pineapple,89,11.57,66,7.6362,1
dish_1551138180,tomatoes,67,4.556,30,1.3668,1
dish_1551139192,pineapple,63,8.19,66,5.4054,1
dish_1551139260,mixed greens,15,0.795,15,0.11925,1
dish_1551139415,cantaloupe,63,5.04,65,3.276,1
dish_1551139487,brussels sprouts,56,5.04,15,0.756,1
dish_1551139535,bell peppers,34,3.06,15,0.459,1
dish_1551139576,cantaloupe,63,5.04,65,3.276,1
dish_1551139576,brussels sprouts,56,5.04,15,0.756,1
dish_1551139576,bell peppers,34,3.06,15,0.459,1
dish_1551139606,cantaloupe,63,5.04,65,3.276,1
dish_1551139606,brussels sprouts,56,5.04,15,0.756,1
dish_1551139606,bell peppers,34,3.06,15,0.459,1
dish_1551139675,fish,49,0,0,0,1
dish_1551139831,avocado,84,7.56,10,0.756,1
dish_1551141670,bell peppers,41,3.69,15,0.5535,1
dish_1551141710,fish,61,0,0,0,1
dish_1551141849,scrambled eggs,85,1.36,0,0,1
dish_1551141892,mixed greens,18,0.954,15,0.1431,1
dish_1551141931,cantaloupe,62,4.96,65,3.224,1
dish_1551142001,scrambled eggs,85,1.36,0,0,1
dish_1551142001,mixed greens,18,0.954,15,0.1431,1
dish_1551142001,cantaloupe,62,4.96,65,3.224,1
dish_1551142046,mixed greens,18,0.954,15,0.1431,1
dish_1551142046,cantaloupe,62,4.96,65,3.224,1
dish_1551142046,scrambled eggs,85,1.36,0,0,1
dish_1551142128,pineapple,87,11.31,66,7.4646,1
dish_1551142509,potatoes,64,10.88,70,7.616,1
dish_1551221801,fish,45,0,0,0,1
dish_1551221853,cauliflower,97,4.85,15,0.7275,1
dish_1551222068,cucumbers,51,1.02,15,0.153,1
dish_1551222188,carrot,22,2.2,30,0.66,1
dish_1551222472,mushroom,24,0.792,15,0.1188,1
dish_1551222527,cauliflower,60,3,15,0.45,1
dish_1551222712,brussels sprouts,51,4.59,15,0.6885,1
dish_1551222759,bell peppers,37,3.33,15,0.4995,1
dish_1551222935,carrot,16,1.6,30,0.48,1
dish_1551222982,broccoli,38,2.66,15,0.399,1
dish_1551223311,cucumbers,33,0.66,15,0.099,1
dish_1551224001,brussels sprouts,78,7.02,15,1.053,1
dish_1551224089,mushroom,29,0.957,15,0.14355,1
dish_1551224138,bell peppers,55,4.95,15,0.7425,1
dish_1551224175,mushroom,29,0.957,15,0.14355,1
dish_1551224175,bell peppers,55,4.95,15,0.7425,1
dish_1551224175,brussels sprouts,78,7.02,15,1.053,1
dish_1551224208,mushroom,29,0.957,15,0.14355,1
dish_1551224208,bell peppers,55,4.95,15,0.7425,1
dish_1551224208,brussels sprouts,78,7.02,15,1.053,1
dish_1551224283,cauliflower,107,5.35,15,0.8025,1
dish_1551224447,fish,93,0,0,0,1
dish_1551224647,apple,252,35.28,36,12.7008,2
dish_1551224689,cucumbers,42,0.84,15,0.126,1
dish_1551224751,brussels sprouts,37,3.33,15,0.4995,1
dish_1551224787,brussels sprouts,37,3.33,15,0.4995,2
dish_1551224787,cucumbers,42,0.84,15,0.126,2
dish_1551224787,apple,252,35.28,36,12.7008,2
dish_1551224833,apple,252,35.28,36,12.7008,2
dish_1551224833,cucumbers,42,0.84,15,0.126,2
dish_1551224833,brussels sprouts,37,3.33,15,0.4995,2
dish_1551224928,apple,129,18.06,36,6.5016,1
dish_1551225021,cauliflower,76,3.8,15,0.57,1
dish_1551225381,apple,111,15.54,36,5.5944,1
dish_1551225467,fish,70,0,0,0,1
dish_1551225609,apple,62,8.68,36,3.1248,1
dish_1551225666,mushroom,25,0.825,15,0.12375,1
dish_1551225948,carrot,15,1.5,30,0.45,1
dish_1551226013,brussels sprouts,64,5.76,15,0.864,1
dish_1551226363,broccoli,49,3.43,15,0.5145,1
dish_1551226409,brussels sprouts,57,5.13,15,0.7695,1
dish_1551226840,fish,122,0,0,0,1
dish_1551226948,bell peppers,47,4.23,15,0.6345,1
dish_1551227216,mushroom,24,0.792,15,0.1188,1
dish_1551227280,cucumbers,49,0.98,15,0.147,1
dish_1551227435,brussels sprouts,87,7.83,15,1.1745,1
dish_1551227539,cauliflower,126,6.3,15,0.945,1
dish_1551227581,bell peppers,31,2.79,15,0.4185,1
dish_1551227628,bell peppers,31,2.79,15,0.4185,1
dish_1551227628,brussels sprouts,87,7.83,15,1.1745,1
dish_1551227628,cauliflower,126,6.3,15,0.945,1
dish_1551227669,brussels sprouts,87,7.83,15,1.1745,1
dish_1551227669,cauliflower,126,6.3,15,0.945,1
dish_1551227669,bell peppers,31,2.79,15,0.4185,1
dish_1551228296,apple,94,13.16,36,4.7376,1
dish_1551228396,cucumbers,31,0.62,15,0.093,1
dish_1551228551,mushroom,25,0.825,15,0.12375,1
dish_1551228582,fish,36,0,0,0,1
dish_1551228876,carrot,17,1.7,30,0.51,1
dish_1551228930,bell peppers,36,3.24,15,0.486,1
dish_1551232627,fish,73,0,0,0,1
dish_1551232713,brussels sprouts,78,7.02,15,1.053,1
dish_1551232851,cauliflower,126,6.3,15,0.945,1
dish_1551232936,bell peppers,35,3.15,15,0.4725,1
dish_1551233095,mushroom,14,0.462,15,0.0693,1
dish_1551233313,mushroom,24,0.792,15,0.1188,1
dish_1551233345,cucumbers,27,0.54,15,0.081,1
dish_1551233375,broccoli,55,3.85,15,0.5775,1
dish_1551233403,cucumbers,27,0.54,15,0.081,1
dish_1551233403,mushroom,24,0.792,15,0.1188,1
dish_1551233403,broccoli,55,3.85,15,0.5775,1
dish_1551233434,mushroom,24,0.792,15,0.1188,1
dish_1551233434,cucumbers,27,0.54,15,0.081,1
dish_1551233434,broccoli,55,3.85,15,0.5775,1
dish_1551233491,cauliflower,71,3.55,15,0.5325,1
dish_1551233573,apple,65,9.1,36,3.276,1
dish_1551233802,apple,69,9.66,36,3.4776,1
dish_1551234017,bell peppers,31,2.79,15,0.4185,1
dish_1551234185,mushroom,17,0.561,15,0.08415,1
dish_1551234214,cucumbers,29,0.58,15,0.087,1
dish_1551234252,broccoli,44,3.08,15,0.462,1
dish_1551234288,mushroom,17,0.561,15,0.08415,1
dish_1551234288,cucumbers,29,0.58,15,0.087,1
dish_1551234288,broccoli,44,3.08,15,0.462,1
dish_1551234316,mushroom,17,0.561,15,0.08415,1
dish_1551234316,cucumbers,29,0.58,15,0.087,1
dish_1551234316,broccoli,44,3.08,15,0.462,1
dish_1551235171,mixed greens,14,0.742,15,0.1113,1
dish_1551235211,cheese,39,0.507,0,0,1
dish_1551235561,beef,69,0,0,0,1
dish_1551235669,cheese,17,0.221,0,0,1
dish_1551235946,mixed greens,12,0.636,15,0.0954,1
dish_1551235983,chicken,118,0,0,0,1
dish_1551236466,cheese,20,0.26,0,0,1
dish_1551236621,beef,77,0,0,0,1
dish_1551236657,mushroom,30,0.99,15,0.1485,1
dish_1551236949,brussels sprouts,102,9.18,15,1.377,1
dish_1551236981,chicken,107,0,0,0,1
dish_1551237016,beef,37,0,0,0,1
dish_1551237046,beef,37,0,0,0,1
dish_1551237046,brussels sprouts,102,9.18,15,1.377,1
dish_1551237046,chicken,107,0,0,0,1
dish_1551237079,brussels sprouts,102,9.18,15,1.377,1
dish_1551237079,chicken,107,0,0,0,1
dish_1551237079,beef,37,0,0,0,1
dish_1551237274,bell peppers,23,2.07,15,0.3105,1
dish_1551237436,apple,69,9.66,36,3.4776,1
dish_1551237463,broccoli,41,2.87,15,0.4305,1
dish_1551237710,beef,73,0,0,0,1
dish_1551303285,white rice,61,17.08,70,11.956,2
dish_1551303727,brussels sprouts,62,5.58,15,0.837,1
dish_1551303770,bacon,12,0.168,0,0,1
dish_1551303984,pineapple,92,11.96,66,7.8936,1
dish_1551304349,cauliflower,121,6.05,15,0.9075,1
dish_1551304571,scrambled eggs,82,1.312,0,0,1
dish_1551304854,oatmeal,134,16.08,60,9.648,1
dish_1551304973,mushroom,27,0.891,15,0.13365,1
dish_1551305410,white rice,62,17.36,70,12.152,2
dish_1551306241,bacon,19,0.266,0,0,1
dish_1551306491,cauliflower,62,3.1,15,0.465,1
dish_1551306561,mushroom,38,1.254,15,0.1881,1
dish_1551306860,bacon,11,0.154,0,0,1
dish_1551306958,mushroom,22,0.726,15,0.1089,1
dish_1551307170,brussels sprouts,48,4.32,15,0.648,1
dish_1551307325,scrambled eggs,72,1.152,0,0,1
dish_1551314337,pineapple,67,8.71,66,5.7486,1
dish_1551314442,mushroom,23,0.759,15,0.11385,1
dish_1551314810,bacon,15,0.21,0,0,1
dish_1551316737,white rice,70,19.6,70,13.72,2
dish_1551316838,brussels sprouts,50,4.5,15,0.675,1
dish_1551317449,white rice,50,14,70,9.8,1
dish_1551318504,cauliflower,68,3.4,15,0.51,1
dish_1551318603,oatmeal,124,14.88,60,8.928,1
dish_1551322890,scrambled eggs,93,1.488,0,0,1
dish_1551322934,mushroom,34,1.122,15,0.1683,1
dish_1551322988,white rice,74,20.72,70,14.504,2
dish_1551323035,mushroom,34,1.122,15,0.1683,2
dish_1551323035,white rice,74,20.72,70,14.504,2
dish_1551323035,scrambled eggs,93,1.488,0,0,2
dish_1551323073,scrambled eggs,93,1.488,0,0,2
dish_1551323073,white rice,74,20.72,70,14.504,2
dish_1551323073,mushroom,34,1.122,15,0.1683,2
dish_1551323262,pineapple,84,10.92,66,7.2072,1
dish_1551323574,oatmeal,91,10.92,60,6.552,1
dish_1551323937,brussels sprouts,74,6.66,15,0.999,1
dish_1551324180,cauliflower,118,5.9,15,0.885,1
dish_1551324246,bacon,14,0.196,0,0,1
dish_1551373253,cheese,32,0.416,0,0,1
dish_1551374021,berries,85,11.9,35,4.165,1
dish_1551374189,white rice,73,20.44,70,14.308,2
dish_1551374463,broccoli,39,2.73,15,0.4095,1
dish_1551374502,cantaloupe,101,8.08,65,5.252,1
dish_1551374712,cauliflower,59,2.95,15,0.4425,1
dish_1551374831,bacon,13,0.182,0,0,1
dish_1551374895,broccoli,52,3.64,15,0.546,1
dish_1551375142,berries,82,11.48,35,4.018,1
dish_1551375189,brussels sprouts,48,4.32,15,0.648,1
dish_1551375297,berries,55,7.7,35,2.695,1
dish_1551375411,cantaloupe,83,6.64,65,4.316,1
dish_1551375650,scrambled eggs,61,0.976,0,0,1
dish_1551375715,cantaloupe,76,6.08,65,3.952,1
dish_1551375933,white rice,55,15.4,70,10.78,2
dish_1551375981,broccoli,55,3.85,15,0.5775,1
dish_1551376850,berries,78,10.92,35,3.822,1
dish_1551377135,mushroom,19,0.627,15,0.09405,1
dish_1551377438,cheese,28,0.364,0,0,1
dish_1551377674,berries,71,9.94,35,3.479,1
dish_1551377782,oatmeal,127,15.24,60,9.144,1
dish_1551378018,asparagus,22,0.858,15,0.1287,1
dish_1551378291,asparagus,36,1.404,15,0.2106,1
dish_1551378584,asparagus,15,0.585,15,0.08775,1
dish_1551378635,cantaloupe,80,6.4,65,4.16,1
dish_1551378684,brussels sprouts,59,5.31,15,0.7965,1
dish_1551378719,asparagus,15,0.585,15,0.08775,1
dish_1551378719,cantaloupe,80,6.4,65,4.16,1
dish_1551378719,brussels sprouts,59,5.31,15,0.7965,1
dish_1551378762,asparagus,15,0.585,15,0.08775,1
dish_1551378762,brussels sprouts,59,5.31,15,0.7965,1
dish_1551378762,cantaloupe,80,6.4,65,4.16,1
dish_1551378829,asparagus,31,1.209,15,0.18135,1
dish_1551378955,oatmeal,125,15,60,9,1
dish_1551379162,berries,75,10.5,35,3.675,1
dish_1551379252,broccoli,59,4.13,15,0.6195,1
dish_1551379524,cantaloupe,68,5.44,65,3.536,1
dish_1551379566,cheese,36,0.468,0,0,1
dish_1551379741,cauliflower,114,5.7,15,0.855,1
dish_1551380910,mushroom,22,0.726,15,0.1089,1
dish_1551380950,cheese,21,0.273,0,0,1
dish_1551381208,cauliflower,71,3.55,15,0.5325,1
dish_1551381450,cheese,26,0.338,0,0,1
dish_1551381829,asparagus,13,0.507,15,0.07605,1
dish_1551381990,asparagus,3324,129.636,15,19.4454,3
dish_1551382060,oatmeal,65,7.8,60,4.68,1
dish_1551382115,white rice,46,12.88,70,9.016,1
dish_1551382149,oatmeal,65,7.8,60,4.68,3
dish_1551382149,asparagus,3324,129.636,15,19.4454,3
dish_1551382149,white rice,46,12.88,70,9.016,3
dish_1551382179,asparagus,3324,129.636,15,19.4454,3
dish_1551382179,white rice,46,12.88,70,9.016,3
dish_1551382179,oatmeal,65,7.8,60,4.68,3
dish_1551382255,asparagus,36,1.404,15,0.2106,1
dish_1551384024,berries,82,11.48,35,4.018,1
dish_1551384080,pineapple,92,11.96,66,7.8936,1
dish_1551384115,asparagus,36,1.404,15,0.2106,2
dish_1551384115,berries,82,11.48,35,4.018,2
dish_1551384115,pineapple,92,11.96,66,7.8936,2
dish_1551384167,asparagus,36,1.404,15,0.2106,2
dish_1551384167,pineapple,92,11.96,66,7.8936,2
dish_1551384167,berries,82,11.48,35,4.018,2
dish_1551388984,asparagus,21,0.819,15,0.12285,1
dish_1551389118,avocado,23,2.07,10,0.207,1
dish_1551389176,scrambled eggs,64,1.024,0,0,1
dish_1551389218,avocado,23,2.07,10,0.207,1
dish_1551389218,asparagus,21,0.819,15,0.12285,1
dish_1551389218,scrambled eggs,64,1.024,0,0,1
dish_1551389268,asparagus,21,0.819,15,0.12285,1
dish_1551389268,avocado,23,2.07,10,0.207,1
dish_1551389268,scrambled eggs,64,1.024,0,0,1
dish_1551389387,avocado,18,1.62,10,0.162,1
dish_1551389684,asparagus,33,1.287,15,0.19305,1
dish_1551389749,white rice,44,12.32,70,8.624,1
dish_1551390006,tofu,80,1.52,15,0.228,1
dish_1551390051,white rice,44,12.32,70,8.624,1
dish_1551390051,asparagus,33,1.287,15,0.19305,1
dish_1551390051,tofu,80,1.52,15,0.228,1
dish_1551390087,asparagus,33,1.287,15,0.19305,1
dish_1551390087,white rice,44,12.32,70,8.624,1
dish_1551390087,tofu,80,1.52,15,0.228,1
dish_1551390215,broccoli,43,3.01,15,0.4515,1
dish_1551390265,chicken,56,0,0,0,1
dish_1551390474,tofu,51,0.969,15,0.14535,1
dish_1551390528,cauliflower,63,3.15,15,0.4725,1
dish_1551390651,cauliflower,85,4.25,15,0.6375,1
dish_1551390930,tofu,119,2.261,15,0.33915,1
dish_1551391034,oatmeal,72,8.64,60,5.184,1
dish_1551391257,chicken,79,0,0,0,1
dish_1551391302,cantaloupe,79,6.32,65,4.108,1
dish_1551391477,broccoli,55,3.85,15,0.5775,1
dish_1551391710,bacon,19,0.266,0,0,1
dish_1551391733,tofu,46,0.874,15,0.1311,1
dish_1551392271,tofu,32,0.608,15,0.0912,1
dish_1551392316,asparagus,30,1.17,15,0.1755,1
dish_1551392347,berries,57,7.98,35,2.793,1
dish_1551392376,tofu,32,0.608,15,0.0912,1
dish_1551392376,asparagus,30,1.17,15,0.1755,1
dish_1551392376,berries,57,7.98,35,2.793,1
dish_1551392424,berries,57,7.98,35,2.793,1
dish_1551392424,tofu,32,0.608,15,0.0912,1
dish_1551392424,asparagus,30,1.17,15,0.1755,1
dish_1551392519,tofu,77,1.463,15,0.21945,1
dish_1551392590,mushroom,23,0.759,15,0.11385,1
dish_1551392833,brussels sprouts,32,2.88,15,0.432,1
dish_1551393021,tofu,69,1.311,15,0.19665,1
dish_1551393069,white rice,63,17.64,70,12.348,2
dish_1551394781,tofu,36,0.684,15,0.1026,1
dish_1551395022,chicken,43,0,0,0,1
dish_1551395396,asparagus,20,0.78,15,0.117,1
dish_1551395512,pineapple,51,6.63,66,4.3758,1
dish_1551395580,white rice,47,13.16,70,9.212,1
dish_1551395766,asparagus,20,0.78,15,0.117,2
dish_1551395766,pineapple,51,6.63,66,4.3758,2
dish_1551395766,white rice,47,13.16,70,9.212,2
dish_1551395800,white rice,47,13.16,70,9.212,2
dish_1551395800,asparagus,20,0.78,15,0.117,2
dish_1551395800,pineapple,51,6.63,66,4.3758,2
dish_1551395909,asparagus,15,0.585,15,0.08775,1
dish_1551396678,asparagus,22,0.858,15,0.1287,1
dish_1551397543,tofu,63,1.197,15,0.17955,1
dish_1551397752,chicken,51,0,0,0,1
dish_1551399031,cheese,12,0.156,0,0,1
dish_1551486158,olives,36,2.268,15,0.3402,1
dish_1551486372,olives,79,4.977,15,0.74655,1
dish_1551486411,carrot,14,1.4,30,0.42,1
dish_1551487158,olives,82,5.166,15,0.7749,1
dish_1551487288,tofu,42,0.798,15,0.1197,1
dish_1551487735,asparagus,20,0.78,15,0.117,1
dish_1551488103,carrot,19,1.9,30,0.57,1
dish_1551488324,olives,40,2.52,15,0.378,1
dish_1551488861,sausage,63,2.646,0,0,1
dish_1551489812,olives,65,4.095,15,0.61425,1
dish_1551490399,sausage,48,2.016,0,0,1
dish_1551490433,asparagus,34,1.326,15,0.1989,1
dish_1551490469,carrot,16,1.6,30,0.48,1
dish_1551490503,sausage,48,2.016,0,0,1
dish_1551490503,asparagus,34,1.326,15,0.1989,1
dish_1551490503,carrot,16,1.6,30,0.48,1
dish_1551490544,sausage,48,2.016,0,0,1
dish_1551490544,asparagus,34,1.326,15,0.1989,1
dish_1551490544,carrot,16,1.6,30,0.48,1
dish_1551490670,olives,45,2.835,15,0.42525,1
dish_1551490701,sausage,92,3.864,0,0,1
dish_1551490896,broccoli,36,2.52,15,0.378,1
dish_1551490962,olives,42,2.646,15,0.3969,1
dish_1551491020,tofu,41,0.779,15,0.11685,1
dish_1551491048,olives,42,2.646,15,0.3969,1
dish_1551491048,tofu,41,0.779,15,0.11685,1
dish_1551491048,broccoli,36,2.52,15,0.378,1
dish_1551491090,broccoli,36,2.52,15,0.378,1
dish_1551491090,tofu,41,0.779,15,0.11685,1
dish_1551491090,olives,42,2.646,15,0.3969,1
dish_1551491179,sausage,97,4.074,0,0,1
dish_1551491216,scrambled eggs,66,1.056,0,0,1
dish_1551491413,olives,39,2.457,15,0.36855,1
dish_1551491452,asparagus,27,1.053,15,0.15795,1
dish_1551492252,olives,60,3.78,15,0.567,1
dish_1551492287,cauliflower,62,3.1,15,0.465,1
dish_1551492318,chicken,79,0,0,0,1
dish_1551492348,cauliflower,62,3.1,15,0.465,1
dish_1551492348,chicken,79,0,0,0,1
dish_1551492348,olives,60,3.78,15,0.567,1
dish_1551492369,olives,60,3.78,15,0.567,1
dish_1551492369,cauliflower,62,3.1,15,0.465,1
dish_1551492369,chicken,79,0,0,0,1
dish_1551492468,sausage,87,3.654,0,0,1
dish_1551492506,olives,45,2.835,15,0.42525,1
dish_1551492534,mushroom,29,0.957,15,0.14355,1
dish_1551492561,olives,45,2.835,15,0.42525,1
dish_1551492561,mushroom,29,0.957,15,0.14355,1
dish_1551492561,sausage,87,3.654,0,0,1
dish_1551492590,olives,45,2.835,15,0.42525,1
dish_1551492590,sausage,87,3.654,0,0,1
dish_1551492590,mushroom,29,0.957,15,0.14355,1
dish_1551492666,tofu,41,0.779,15,0.11685,1
dish_1551492702,cauliflower,114,5.7,15,0.855,1
dish_1551492732,olives,39,2.457,15,0.36855,1
dish_1551492762,cauliflower,114,5.7,15,0.855,1
dish_1551492762,tofu,41,0.779,15,0.11685,1
dish_1551492762,olives,39,2.457,15,0.36855,1
dish_1551492790,tofu,41,0.779,15,0.11685,1
dish_1551492790,olives,39,2.457,15,0.36855,1
dish_1551492790,cauliflower,114,5.7,15,0.855,1
dish_1551492908,chicken,77,0,0,0,1
dish_1551493159,sausage,96,4.032,0,0,1
dish_1551493236,white rice,36,10.08,70,7.056,1
dish_1551493698,olives,58,3.654,15,0.5481,1
dish_1551493723,sausage,52,2.184,0,0,1
dish_1551493823,broccoli,44,3.08,15,0.462,1
dish_1551493854,sausage,116,4.872,0,0,1
dish_1551493883,carrot,15,1.5,30,0.45,1
dish_1551493916,broccoli,44,3.08,15,0.462,1
dish_1551493916,sausage,116,4.872,0,0,1
dish_1551493916,carrot,15,1.5,30,0.45,1
dish_1551493942,broccoli,44,3.08,15,0.462,1
dish_1551493942,sausage,116,4.872,0,0,1
dish_1551493942,carrot,15,1.5,30,0.45,1
dish_1551494058,olives,94,5.922,15,0.8883,1
dish_1551494095,chicken,70,0,0,0,1
dish_1551562881,olives,38,2.394,15,0.3591,1
dish_1551563119,berries,57,7.98,35,2.793,1
dish_1551563294,olives,28,1.764,15,0.2646,1
dish_1551563337,sausage,81,3.402,0,0,1
dish_1551563370,carrot,16,1.6,30,0.48,1
dish_1551563400,olives,28,1.764,15,0.2646,1
dish_1551563400,carrot,16,1.6,30,0.48,1
dish_1551563400,sausage,81,3.402,0,0,1
dish_1551563429,sausage,81,3.402,0,0,1
dish_1551563429,carrot,16,1.6,30,0.48,1
dish_1551563429,olives,28,1.764,15,0.2646,1
dish_1551563550,tofu,42,0.798,15,0.1197,1
dish_1551563591,white rice,27,7.56,70,5.292,1
dish_1551563723,pineapple,56,7.28,66,4.8048,1
dish_1551563824,chicken,43,0,0,0,1
dish_1551563964,olives,44,2.772,15,0.4158,1
